Node	Time	ActivationFactorUpRegulation
8	16	1
9	16	0
10	16	0
11	16	1
12	16	0
13	16	0
14	16	0
15	16	1
16	16	0
17	16	1
18	16	0
19	16	0
20	16	0
21	16	1
22	16	0
23	16	0
24	16	0
25	16	0
26	16	1
27	16	0
28	16	0
29	16	1
30	16	0
31	16	0
32	16	1
33	16	0
34	16	0
35	16	1
36	16	0
37	16	1
38	16	1
39	16	1
40	16	1
41	16	0
42	16	0
43	16	1
44	16	0
45	16	0
46	16	0
47	16	0
48	16	1
49	16	0
50	16	1
51	16	1
52	16	1
53	16	0
54	16	0
55	16	0
56	16	1
57	16	1
3	17	1
4	17	1
5	17	1
6	17	1
7	17	0
8	17	0
9	17	0
10	17	1
11	17	1
12	17	0
13	17	0
14	17	1
15	17	0
16	17	0
17	17	0
18	17	0
19	17	1
20	17	1
21	17	0
22	17	0
23	17	0
24	17	0
25	17	1
26	17	1
27	17	0
28	17	1
29	17	0
30	17	0
31	17	1
32	17	0
33	17	0
34	17	1
35	17	0
36	17	0
37	17	1
38	17	1
39	17	0
40	17	0
41	17	0
42	17	0
43	17	0
44	17	0
45	17	0
46	17	0
47	17	0
48	17	0
49	17	0
50	17	0
51	17	1
52	17	0
53	17	1
54	17	0
55	17	1
56	17	0
57	17	1
3	18	0
4	18	1
5	18	0
6	18	0
7	18	0
8	18	1
9	18	1
10	18	1
11	18	1
12	18	0
13	18	1
14	18	0
15	18	1
16	18	1
17	18	0
18	18	1
19	18	0
20	18	0
21	18	0
22	18	1
23	18	1
24	18	1
25	18	0
26	18	1
27	18	0
28	18	0
29	18	1
30	18	0
31	18	0
32	18	1
33	18	0
34	18	0
35	18	1
36	18	1
37	18	0
38	18	1
39	18	0
40	18	0
41	18	0
42	18	0
43	18	1
44	18	0
45	18	0
46	18	0
47	18	1
48	18	0
49	18	1
50	18	0
51	18	0
52	18	1
53	18	0
54	18	0
55	18	0
56	18	0
57	18	0
3	19	1
4	19	1
5	19	1
6	19	1
7	19	0
8	19	0
9	19	1
10	19	1
11	19	0
12	19	1
13	19	1
14	19	0
15	19	1
16	19	1
17	19	1
18	19	0
19	19	0
20	19	0
21	19	0
22	19	0
23	19	1
24	19	0
25	19	1
26	19	0
27	19	0
28	19	1
29	19	0
30	19	1
31	19	1
32	19	0
33	19	0
34	19	1
35	19	0
36	19	0
37	19	0
38	19	1
39	19	0
40	19	1
41	19	0
42	19	0
43	19	0
44	19	0
45	19	1
46	19	0
47	19	0
48	19	1
49	19	0
50	19	0
51	19	0
52	19	0
53	19	1
54	19	0
55	19	0
56	19	1
57	19	1
3	20	1
4	20	0
5	20	1
6	20	0
7	20	0
8	20	0
9	20	0
10	20	1
11	20	0
12	20	0
13	20	1
14	20	0
15	20	0
16	20	0
17	20	1
18	20	1
19	20	0
20	20	1
21	20	0
22	20	0
23	20	0
24	20	1
25	20	0
26	20	0
27	20	1
28	20	0
29	20	1
30	20	0
31	20	0
32	20	1
33	20	1
34	20	0
35	20	1
36	20	0
37	20	0
38	20	0
39	20	1
40	20	0
41	20	1
42	20	1
43	20	0
44	20	1
45	20	0
46	20	1
47	20	1
48	20	0
49	20	0
50	20	0
51	20	0
52	20	1
53	20	0
54	20	0
55	20	0
56	20	0
57	20	0
3	21	0
4	21	1
5	21	0
6	21	0
7	21	0
8	21	0
9	21	1
10	21	0
11	21	1
12	21	0
13	21	0
14	21	0
15	21	0
16	21	0
17	21	0
18	21	1
19	21	1
20	21	0
21	21	0
22	21	1
23	21	0
24	21	1
25	21	0
26	21	0
27	21	0
28	21	1
29	21	0
30	21	0
31	21	0
32	21	0
33	21	0
34	21	1
35	21	0
36	21	1
37	21	1
38	21	1
39	21	0
40	21	0
41	21	0
42	21	0
43	21	0
44	21	1
45	21	0
46	21	0
47	21	0
48	21	0
49	21	0
50	21	0
51	21	0
52	21	1
53	21	0
54	21	0
55	21	1
56	21	1
57	21	0
3	22	1
4	22	0
5	22	1
6	22	0
7	22	0
8	22	0
9	22	0
10	22	0
11	22	1
12	22	0
13	22	1
14	22	0
15	22	0
16	22	1
17	22	0
18	22	1
19	22	0
20	22	0
21	22	0
22	22	0
23	22	0
24	22	0
25	22	0
26	22	0
27	22	0
28	22	1
29	22	1
30	22	1
31	22	1
32	22	1
33	22	0
34	22	0
35	22	1
36	22	0
37	22	1
38	22	1
39	22	1
40	22	1
41	22	1
42	22	0
43	22	1
44	22	0
45	22	0
46	22	0
47	22	1
48	22	1
49	22	0
50	22	1
51	22	0
52	22	1
53	22	1
54	22	1
55	22	1
56	22	1
57	22	1
3	23	0
4	23	0
5	23	0
6	23	0
7	23	0
8	23	1
9	23	0
10	23	1
11	23	0
12	23	1
13	23	1
14	23	0
15	23	0
16	23	0
17	23	1
18	23	1
19	23	1
20	23	0
21	23	0
22	23	0
23	23	0
24	23	0
25	23	1
26	23	0
27	23	1
28	23	0
29	23	0
30	23	0
31	23	0
32	23	0
33	23	1
34	23	1
35	23	1
36	23	0
37	23	0
38	23	0
39	23	0
40	23	0
41	23	0
42	23	1
43	23	1
44	23	0
45	23	0
46	23	0
47	23	1
48	23	1
49	23	0
50	23	1
51	23	1
52	23	1
53	23	1
54	23	1
55	23	0
56	23	0
57	23	0
3	24	1
4	24	1
5	24	1
6	24	0
7	24	1
8	24	1
9	24	0
10	24	1
11	24	1
12	24	0
13	24	0
14	24	1
15	24	0
16	24	0
17	24	0
18	24	1
19	24	0
20	24	1
21	24	0
22	24	1
23	24	1
24	24	1
25	24	0
26	24	0
27	24	1
28	24	0
29	24	1
30	24	0
31	24	0
32	24	0
33	24	0
34	24	1
35	24	1
36	24	0
37	24	1
38	24	1
39	24	0
40	24	0
41	24	0
42	24	0
43	24	1
44	24	1
45	24	1
46	24	1
47	24	1
48	24	1
49	24	0
50	24	0
51	24	1
52	24	1
53	24	0
54	24	0
55	24	0
56	24	0
57	24	0
58	1	0
59	1	1
60	1	0
61	1	0
62	1	0
63	1	1
64	1	0
65	1	0
66	1	0
67	1	0
68	1	0
69	1	1
70	1	1
71	1	0
72	1	1
73	1	0
74	1	1
75	1	1
76	1	0
77	1	1
78	1	1
79	1	0
80	1	1
81	1	1
82	1	0
83	1	1
84	1	0
85	1	0
86	1	0
87	1	1
88	1	1
89	1	0
90	1	1
91	1	0
92	1	1
93	1	0
94	1	0
95	1	0
96	1	1
97	1	0
98	1	1
99	1	0
100	1	1
101	1	0
102	1	1
103	1	0
104	1	1
105	1	1
106	1	0
107	1	0
108	1	0
109	1	0
110	1	1
111	1	1
112	1	1
58	2	0
59	2	0
60	2	0
61	2	1
62	2	1
63	2	0
64	2	0
65	2	1
66	2	0
67	2	0
68	2	0
69	2	1
70	2	0
71	2	0
72	2	0
73	2	0
74	2	0
75	2	1
76	2	0
77	2	0
78	2	1
79	2	1
80	2	1
81	2	0
82	2	0
83	2	1
84	2	1
85	2	0
86	2	1
87	2	1
88	2	0
89	2	0
90	2	0
91	2	1
92	2	0
93	2	0
94	2	1
95	2	0
96	2	0
97	2	0
98	2	0
99	2	0
100	2	0
101	2	0
102	2	0
103	2	0
104	2	0
105	2	0
106	2	0
107	2	0
108	2	0
109	2	1
110	2	0
111	2	0
112	2	1
58	3	0
59	3	1
60	3	1
61	3	0
62	3	0
63	3	0
64	3	1
65	3	0
66	3	0
67	3	1
68	3	1
69	3	0
70	3	0
71	3	0
72	3	0
73	3	1
74	3	0
75	3	0
76	3	0
77	3	1
78	3	0
79	3	1
80	3	1
81	3	1
82	3	0
83	3	0
84	3	0
85	3	1
86	3	1
87	3	0
88	3	0
89	3	0
90	3	0
91	3	0
92	3	0
93	3	0
94	3	0
95	3	1
96	3	1
97	3	0
98	3	0
99	3	0
100	3	0
101	3	1
102	3	0
103	3	0
104	3	0
105	3	0
106	3	1
107	3	0
108	3	0
109	3	0
110	3	0
111	3	1
112	3	0
58	4	1
59	4	1
60	4	0
61	4	1
62	4	0
63	4	0
64	4	0
65	4	0
66	4	1
67	4	1
68	4	1
69	4	1
70	4	1
71	4	1
72	4	0
73	4	1
74	4	0
75	4	0
76	4	1
77	4	0
78	4	0
79	4	0
80	4	0
81	4	0
82	4	1
83	4	1
84	4	0
85	4	0
86	4	0
87	4	0
88	4	0
89	4	1
90	4	0
91	4	0
92	4	1
93	4	0
94	4	0
95	4	0
96	4	0
97	4	0
98	4	0
99	4	0
100	4	0
101	4	1
102	4	0
103	4	0
104	4	1
105	4	0
106	4	1
107	4	0
108	4	0
109	4	0
110	4	0
111	4	1
112	4	0
58	5	0
59	5	0
60	5	0
61	5	0
62	5	1
63	5	1
64	5	1
65	5	1
66	5	1
67	5	1
68	5	0
69	5	0
70	5	0
71	5	0
72	5	0
73	5	0
74	5	0
75	5	0
76	5	0
77	5	0
78	5	0
79	5	1
80	5	1
81	5	1
82	5	1
83	5	1
84	5	0
85	5	1
86	5	1
87	5	1
88	5	0
89	5	1
90	5	0
91	5	0
92	5	0
93	5	0
94	5	1
95	5	0
96	5	0
97	5	0
98	5	1
99	5	0
100	5	1
101	5	0
102	5	1
103	5	1
104	5	1
105	5	1
106	5	0
107	5	0
108	5	0
109	5	0
110	5	0
111	5	1
112	5	0
58	6	0
59	6	0
60	6	0
61	6	1
62	6	0
63	6	0
64	6	0
65	6	1
66	6	0
67	6	0
68	6	0
69	6	0
70	6	0
71	6	0
72	6	1
73	6	0
74	6	0
75	6	0
76	6	0
77	6	0
78	6	0
79	6	0
80	6	0
81	6	1
82	6	1
83	6	1
84	6	1
85	6	1
86	6	1
87	6	1
88	6	1
89	6	0
90	6	0
91	6	1
92	6	0
93	6	1
94	6	0
95	6	0
96	6	0
97	6	0
98	6	1
99	6	0
100	6	0
101	6	1
102	6	0
103	6	0
104	6	0
105	6	1
106	6	0
107	6	1
108	6	0
109	6	0
110	6	1
111	6	1
112	6	1
58	7	1
59	7	0
60	7	0
61	7	0
62	7	0
63	7	1
64	7	0
65	7	0
66	7	1
67	7	0
68	7	1
69	7	0
70	7	0
71	7	0
72	7	1
73	7	0
74	7	0
75	7	0
76	7	0
77	7	0
78	7	0
79	7	0
80	7	0
81	7	1
82	7	1
83	7	0
84	7	0
85	7	0
86	7	0
87	7	1
88	7	0
89	7	0
90	7	0
91	7	0
92	7	1
93	7	1
94	7	0
95	7	0
96	7	0
97	7	1
98	7	1
99	7	0
100	7	0
101	7	0
102	7	1
103	7	0
104	7	0
105	7	0
106	7	0
107	7	0
108	7	0
109	7	1
110	7	1
111	7	1
112	7	0
58	8	1
59	8	1
60	8	0
61	8	0
62	8	1
63	8	1
64	8	1
65	8	1
66	8	0
67	8	0
68	8	1
69	8	1
70	8	0
71	8	0
72	8	0
73	8	0
74	8	1
75	8	1
76	8	0
77	8	0
78	8	0
79	8	0
80	8	1
81	8	0
82	8	0
83	8	1
84	8	1
85	8	0
86	8	0
87	8	1
88	8	1
89	8	1
90	8	0
91	8	0
92	8	0
93	8	0
94	8	1
95	8	0
96	8	1
97	8	0
98	8	0
99	8	1
100	8	1
101	8	0
102	8	0
103	8	1
104	8	0
105	8	0
106	8	1
107	8	0
108	8	0
109	8	0
110	8	0
111	8	0
112	8	0
58	9	1
59	9	0
60	9	0
61	9	0
62	9	0
63	9	0
64	9	0
65	9	0
66	9	1
67	9	1
68	9	0
69	9	1
70	9	0
71	9	0
72	9	0
73	9	0
74	9	0
75	9	0
76	9	1
77	9	1
78	9	0
79	9	1
80	9	0
81	9	0
82	9	0
83	9	0
84	9	1
85	9	0
86	9	0
87	9	1
88	9	0
89	9	1
90	9	0
91	9	1
92	9	0
93	9	0
94	9	1
95	9	0
96	9	1
97	9	0
98	9	0
99	9	1
100	9	0
101	9	1
102	9	0
103	9	1
104	9	0
105	9	1
106	9	0
107	9	0
108	9	0
109	9	1
110	9	0
111	9	0
112	9	1
58	10	1
59	10	1
60	10	0
61	10	0
62	10	1
63	10	1
64	10	0
65	10	1
66	10	1
67	10	1
68	10	0
69	10	1
70	10	0
71	10	1
72	10	1
73	10	0
74	10	1
75	10	1
76	10	0
77	10	0
78	10	1
79	10	1
80	10	0
81	10	0
82	10	0
83	10	0
84	10	0
85	10	1
86	10	0
87	10	0
88	10	1
89	10	0
90	10	0
91	10	0
92	10	0
93	10	0
94	10	1
95	10	0
96	10	0
97	10	0
98	10	0
99	10	1
100	10	0
101	10	1
102	10	1
103	10	1
104	10	0
105	10	0
106	10	0
107	10	1
108	10	0
109	10	1
110	10	0
111	10	1
112	10	0
58	11	0
59	11	0
60	11	0
61	11	0
62	11	1
63	11	0
64	11	0
65	11	0
66	11	0
67	11	0
68	11	0
69	11	0
70	11	0
71	11	0
72	11	0
73	11	0
74	11	1
75	11	1
76	11	0
77	11	0
78	11	0
79	11	0
80	11	1
81	11	0
82	11	0
83	11	0
84	11	1
85	11	1
86	11	0
87	11	1
88	11	1
89	11	0
90	11	1
91	11	0
92	11	1
93	11	1
94	11	0
95	11	1
96	11	1
97	11	1
98	11	0
99	11	0
100	11	1
101	11	1
102	11	1
103	11	0
104	11	1
105	11	0
106	11	1
107	11	0
108	11	0
109	11	0
110	11	1
111	11	0
112	11	1
58	12	0
59	12	1
60	12	1
61	12	1
62	12	0
63	12	1
64	12	1
65	12	1
66	12	1
67	12	1
68	12	1
69	12	1
70	12	0
71	12	1
72	12	0
73	12	0
74	12	0
75	12	0
76	12	0
77	12	0
78	12	1
79	12	0
80	12	0
81	12	0
82	12	0
83	12	1
84	12	1
85	12	1
86	12	0
87	12	0
88	12	0
89	12	0
90	12	0
91	12	1
92	12	0
93	12	0
94	12	0
95	12	0
96	12	0
97	12	0
98	12	0
99	12	1
100	12	0
101	12	0
102	12	1
103	12	1
104	12	0
105	12	0
106	12	0
107	12	0
108	12	0
109	12	1
110	12	0
111	12	1
112	12	1
58	13	0
59	13	1
60	13	0
61	13	1
62	13	1
63	13	0
64	13	1
65	13	0
66	13	1
67	13	1
68	13	0
69	13	0
70	13	0
71	13	1
72	13	0
73	13	0
74	13	1
75	13	1
76	13	0
77	13	0
78	13	0
79	13	1
80	13	0
81	13	1
82	13	0
83	13	1
84	13	0
85	13	1
86	13	0
87	13	1
88	13	0
89	13	1
90	13	0
91	13	0
92	13	0
93	13	0
94	13	0
95	13	1
96	13	0
97	13	1
98	13	0
99	13	0
100	13	1
101	13	1
102	13	1
103	13	0
104	13	0
105	13	1
106	13	0
107	13	0
108	13	0
109	13	1
110	13	0
111	13	0
112	13	0
58	14	0
59	14	1
60	14	0
61	14	0
62	14	0
63	14	1
64	14	0
65	14	1
66	14	0
67	14	1
68	14	1
69	14	0
70	14	0
71	14	1
72	14	1
73	14	0
74	14	0
75	14	0
76	14	1
77	14	1
78	14	0
79	14	1
80	14	0
81	14	0
82	14	0
83	14	1
84	14	0
85	14	0
86	14	1
87	14	1
88	14	0
89	14	1
90	14	1
91	14	1
92	14	1
93	14	1
94	14	0
95	14	1
96	14	0
97	14	0
98	14	1
99	14	1
100	14	0
101	14	0
102	14	0
103	14	0
104	14	1
105	14	0
106	14	1
107	14	1
108	14	0
109	14	0
110	14	1
111	14	0
112	14	0
58	15	0
59	15	0
60	15	0
61	15	1
62	15	0
63	15	0
64	15	1
65	15	1
66	15	0
67	15	0
68	15	0
69	15	0
70	15	1
71	15	0
72	15	0
73	15	0
74	15	0
75	15	0
76	15	0
77	15	0
78	15	0
79	15	0
80	15	0
81	15	0
82	15	0
83	15	1
84	15	1
85	15	1
86	15	0
87	15	0
88	15	1
89	15	0
90	15	0
91	15	0
92	15	0
93	15	1
94	15	0
95	15	0
96	15	1
97	15	1
98	15	0
99	15	1
100	15	0
101	15	1
102	15	1
103	15	0
104	15	0
105	15	1
106	15	0
107	15	0
108	15	0
109	15	1
110	15	0
111	15	1
112	15	1
58	16	1
59	16	0
60	16	0
61	16	1
62	16	0
63	16	0
64	16	1
65	16	0
66	16	1
67	16	1
68	16	1
69	16	0
70	16	1
71	16	0
72	16	0
73	16	0
74	16	0
75	16	1
76	16	0
77	16	1
78	16	1
79	16	0
80	16	0
81	16	1
82	16	0
83	16	1
84	16	0
85	16	1
86	16	0
87	16	1
88	16	0
89	16	1
90	16	0
91	16	1
92	16	0
93	16	0
94	16	0
95	16	0
96	16	0
97	16	0
98	16	0
99	16	0
100	16	0
101	16	0
102	16	0
103	16	0
104	16	1
105	16	0
106	16	1
107	16	0
108	16	0
109	16	1
110	16	0
111	16	1
112	16	0
58	17	0
59	17	1
60	17	1
61	17	0
62	17	1
63	17	0
64	17	0
65	17	1
66	17	0
67	17	1
68	17	1
69	17	1
70	17	0
71	17	1
72	17	0
73	17	0
74	17	0
75	17	1
76	17	0
77	17	0
78	17	0
79	17	0
80	17	1
81	17	0
82	17	0
83	17	0
84	17	0
85	17	1
86	17	0
87	17	0
88	17	0
89	17	0
90	17	1
91	17	0
92	17	1
93	17	0
94	17	1
95	17	0
96	17	0
97	17	0
98	17	0
99	17	0
100	17	0
101	17	1
102	17	1
103	17	1
104	17	1
105	17	0
106	17	1
107	17	1
108	17	0
109	17	1
110	17	1
111	17	0
112	17	0
58	18	1
59	18	0
60	18	0
61	18	0
62	18	0
63	18	0
64	18	0
65	18	0
66	18	0
67	18	1
68	18	1
69	18	0
70	18	0
71	18	1
72	18	1
73	18	0
74	18	0
75	18	0
76	18	1
77	18	1
78	18	1
79	18	1
80	18	0
81	18	1
82	18	0
83	18	0
84	18	0
85	18	0
86	18	0
87	18	1
88	18	0
89	18	0
90	18	0
91	18	1
92	18	0
93	18	0
94	18	0
95	18	1
96	18	0
97	18	0
98	18	0
99	18	0
100	18	0
101	18	1
102	18	1
103	18	0
104	18	1
105	18	1
106	18	0
107	18	0
108	18	1
109	18	0
110	18	1
111	18	1
112	18	0
58	19	1
59	19	0
60	19	1
61	19	0
62	19	1
63	19	1
64	19	1
65	19	1
66	19	1
67	19	0
68	19	0
69	19	0
70	19	0
71	19	1
72	19	0
73	19	1
