Node	Time	Technology	Cost
3	24	PV	0.0
3	1	P2G	0.0
3	2	P2G	0.0
3	3	P2G	0.0
3	4	P2G	0.0
3	5	P2G	0.0
3	6	P2G	0.0
3	7	P2G	0.0
3	8	P2G	0.0
3	9	P2G	0.0
3	10	P2G	0.0
3	11	P2G	0.0
3	12	P2G	0.0
3	13	P2G	0.0
3	14	P2G	0.0
3	15	P2G	0.0
3	16	P2G	0.0
3	17	P2G	0.0
3	18	P2G	0.0
3	19	P2G	0.0
3	20	P2G	0.0
3	21	P2G	0.0
3	22	P2G	0.0
3	23	P2G	0.0
3	24	P2G	0.0
3	1	G2P	0.0
3	2	G2P	0.0
3	3	G2P	0.0
3	4	G2P	0.0
3	5	G2P	0.0
3	6	G2P	0.0
3	7	G2P	0.0
3	8	G2P	0.0
3	9	G2P	0.0
3	10	G2P	0.0
3	11	G2P	0.0
3	12	G2P	0.0
3	13	G2P	0.0
3	14	G2P	0.0
3	15	G2P	0.0
3	16	G2P	0.0
3	17	G2P	0.0
3	18	G2P	0.0
3	19	G2P	0.0
3	20	G2P	0.0
3	21	G2P	0.0
3	22	G2P	0.0
3	23	G2P	0.0
3	24	G2P	0.0
3	1	GasBoiler	0.0
3	2	GasBoiler	0.0
3	3	GasBoiler	0.0
3	4	GasBoiler	0.0
3	5	GasBoiler	0.0
3	6	GasBoiler	0.0
3	7	GasBoiler	0.0
3	8	GasBoiler	0.0
3	9	GasBoiler	0.0
3	10	GasBoiler	0.0
3	11	GasBoiler	0.0
3	12	GasBoiler	0.0
3	13	GasBoiler	0.0
3	14	GasBoiler	0.0
3	15	GasBoiler	0.0
3	16	GasBoiler	0.0
3	17	GasBoiler	0.0
3	18	GasBoiler	0.0
3	19	GasBoiler	0.0
3	20	GasBoiler	0.0
3	21	GasBoiler	0.0
3	22	GasBoiler	0.0
3	23	GasBoiler	0.0
3	24	GasBoiler	0.0
3	1	GasBoiler_CCS	0.0
3	2	GasBoiler_CCS	0.0
3	3	GasBoiler_CCS	0.0
3	4	GasBoiler_CCS	0.0
3	5	GasBoiler_CCS	0.0
3	6	GasBoiler_CCS	0.0
3	7	GasBoiler_CCS	0.0
3	8	GasBoiler_CCS	0.0
3	9	GasBoiler_CCS	0.0
3	10	GasBoiler_CCS	0.0
3	11	GasBoiler_CCS	0.0
3	12	GasBoiler_CCS	0.0
3	13	GasBoiler_CCS	0.0
3	14	GasBoiler_CCS	0.0
3	15	GasBoiler_CCS	0.0
3	16	GasBoiler_CCS	0.0
3	17	GasBoiler_CCS	0.0
3	18	GasBoiler_CCS	0.0
3	19	GasBoiler_CCS	0.0
3	20	GasBoiler_CCS	0.0
3	21	GasBoiler_CCS	0.0
3	22	GasBoiler_CCS	0.0
3	23	GasBoiler_CCS	0.0
3	24	GasBoiler_CCS	0.0
3	1	CHP	0.0
3	2	CHP	0.0
3	3	CHP	0.0
3	4	CHP	0.0
3	5	CHP	0.0
3	6	CHP	0.0
3	7	CHP	0.0
3	8	CHP	0.0
3	9	CHP	0.0
3	10	CHP	0.0
3	11	CHP	0.0
3	12	CHP	0.0
3	13	CHP	0.0
3	14	CHP	0.0
3	15	CHP	0.0
3	16	CHP	0.0
3	17	CHP	0.0
3	18	CHP	0.0
3	19	CHP	0.0
3	20	CHP	0.0
3	21	CHP	0.0
3	22	CHP	0.0
3	23	CHP	0.0
3	24	CHP	0.0
3	1	CHP_CCS	0.0
3	2	CHP_CCS	0.0
3	3	CHP_CCS	0.0
3	4	CHP_CCS	0.0
3	5	CHP_CCS	0.0
3	6	CHP_CCS	0.0
3	7	CHP_CCS	0.0
3	8	CHP_CCS	0.0
3	9	CHP_CCS	0.0
3	10	CHP_CCS	0.0
3	11	CHP_CCS	0.0
3	12	CHP_CCS	0.0
3	13	CHP_CCS	0.0
3	14	CHP_CCS	0.0
3	15	CHP_CCS	0.0
3	16	CHP_CCS	0.0
3	17	CHP_CCS	0.0
3	18	CHP_CCS	0.0
3	19	CHP_CCS	0.0
3	20	CHP_CCS	0.0
3	21	CHP_CCS	0.0
3	22	CHP_CCS	0.0
3	23	CHP_CCS	0.0
3	24	CHP_CCS	0.0
3	1	Biogas_Grid	64.5
3	2	Biogas_Grid	64.5
3	3	Biogas_Grid	64.5
3	4	Biogas_Grid	64.5
3	5	Biogas_Grid	64.5
3	6	Biogas_Grid	64.5
3	7	Biogas_Grid	64.5
3	8	Biogas_Grid	64.5
3	9	Biogas_Grid	64.5
3	10	Biogas_Grid	64.5
3	11	Biogas_Grid	64.5
3	12	Biogas_Grid	64.5
3	13	Biogas_Grid	64.5
3	14	Biogas_Grid	64.5
3	15	Biogas_Grid	64.5
3	16	Biogas_Grid	64.5
3	17	Biogas_Grid	64.5
3	18	Biogas_Grid	64.5
3	19	Biogas_Grid	64.5
3	20	Biogas_Grid	64.5
3	21	Biogas_Grid	64.5
3	22	Biogas_Grid	64.5
3	23	Biogas_Grid	64.5
3	24	Biogas_Grid	64.5
3	1	CH4_Grid	39.479
3	2	CH4_Grid	39.479
3	3	CH4_Grid	39.479
3	4	CH4_Grid	39.479
3	5	CH4_Grid	39.479
3	6	CH4_Grid	39.479
3	7	CH4_Grid	39.479
3	8	CH4_Grid	39.479
3	9	CH4_Grid	39.479
3	10	CH4_Grid	39.479
3	11	CH4_Grid	39.479
3	12	CH4_Grid	39.479
3	13	CH4_Grid	39.479
3	14	CH4_Grid	39.479
3	15	CH4_Grid	39.479
3	16	CH4_Grid	39.479
3	17	CH4_Grid	39.479
3	18	CH4_Grid	39.479
3	19	CH4_Grid	39.479
3	20	CH4_Grid	39.479
3	21	CH4_Grid	39.479
3	22	CH4_Grid	39.479
3	23	CH4_Grid	39.479
3	24	CH4_Grid	39.479
3	1	CH4_H2_Mixer	0.0
3	2	CH4_H2_Mixer	0.0
3	3	CH4_H2_Mixer	0.0
3	4	CH4_H2_Mixer	0.0
3	5	CH4_H2_Mixer	0.0
3	6	CH4_H2_Mixer	0.0
3	7	CH4_H2_Mixer	0.0
3	8	CH4_H2_Mixer	0.0
3	9	CH4_H2_Mixer	0.0
3	10	CH4_H2_Mixer	0.0
3	11	CH4_H2_Mixer	0.0
3	12	CH4_H2_Mixer	0.0
3	13	CH4_H2_Mixer	0.0
3	14	CH4_H2_Mixer	0.0
3	15	CH4_H2_Mixer	0.0
3	16	CH4_H2_Mixer	0.0
3	17	CH4_H2_Mixer	0.0
3	18	CH4_H2_Mixer	0.0
3	19	CH4_H2_Mixer	0.0
3	20	CH4_H2_Mixer	0.0
3	21	CH4_H2_Mixer	0.0
3	22	CH4_H2_Mixer	0.0
3	23	CH4_H2_Mixer	0.0
3	24	CH4_H2_Mixer	0.0
3	1	DieselReserveGenerator	100.0
3	2	DieselReserveGenerator	100.0
3	3	DieselReserveGenerator	100.0
3	4	DieselReserveGenerator	100.0
3	5	DieselReserveGenerator	100.0
3	6	DieselReserveGenerator	100.0
3	7	DieselReserveGenerator	100.0
3	8	DieselReserveGenerator	100.0
3	9	DieselReserveGenerator	100.0
3	10	DieselReserveGenerator	100.0
3	11	DieselReserveGenerator	100.0
3	12	DieselReserveGenerator	100.0
3	13	DieselReserveGenerator	100.0
3	14	DieselReserveGenerator	100.0
3	15	DieselReserveGenerator	100.0
3	16	DieselReserveGenerator	100.0
3	17	DieselReserveGenerator	100.0
3	18	DieselReserveGenerator	100.0
3	19	DieselReserveGenerator	100.0
3	20	DieselReserveGenerator	100.0
3	21	DieselReserveGenerator	100.0
3	22	DieselReserveGenerator	100.0
3	23	DieselReserveGenerator	100.0
3	24	DieselReserveGenerator	100.0
4	1	Power_Grid	0.0
4	2	Power_Grid	0.0
4	3	Power_Grid	0.0
4	4	Power_Grid	0.0
4	5	Power_Grid	0.0
4	6	Power_Grid	0.0
4	7	Power_Grid	0.0
4	8	Power_Grid	0.0
4	9	Power_Grid	0.0
4	10	Power_Grid	0.0
4	11	Power_Grid	0.0
4	12	Power_Grid	0.0
4	13	Power_Grid	0.0
4	14	Power_Grid	0.0
4	15	Power_Grid	0.0
4	16	Power_Grid	0.0
4	17	Power_Grid	0.0
4	18	Power_Grid	0.0
4	19	Power_Grid	0.0
4	20	Power_Grid	0.0
4	21	Power_Grid	0.0
4	22	Power_Grid	0.0
4	23	Power_Grid	0.0
4	24	Power_Grid	0.0
4	1	ElectricBoiler	0.0
4	2	ElectricBoiler	0.0
4	3	ElectricBoiler	0.0
4	4	ElectricBoiler	0.0
4	5	ElectricBoiler	0.0
4	6	ElectricBoiler	0.0
4	7	ElectricBoiler	0.0
4	8	ElectricBoiler	0.0
4	9	ElectricBoiler	0.0
4	10	ElectricBoiler	0.0
4	11	ElectricBoiler	0.0
4	12	ElectricBoiler	0.0
4	13	ElectricBoiler	0.0
4	14	ElectricBoiler	0.0
4	15	ElectricBoiler	0.0
4	16	ElectricBoiler	0.0
4	17	ElectricBoiler	0.0
4	18	ElectricBoiler	0.0
4	19	ElectricBoiler	0.0
4	20	ElectricBoiler	0.0
4	21	ElectricBoiler	0.0
4	22	ElectricBoiler	0.0
4	23	ElectricBoiler	0.0
4	24	ElectricBoiler	0.0
4	1	HP_LT	0.0
4	2	HP_LT	0.0
4	3	HP_LT	0.0
4	4	HP_LT	0.0
4	5	HP_LT	0.0
4	6	HP_LT	0.0
4	7	HP_LT	0.0
4	8	HP_LT	0.0
4	9	HP_LT	0.0
4	10	HP_LT	0.0
4	11	HP_LT	0.0
4	12	HP_LT	0.0
4	13	HP_LT	0.0
4	14	HP_LT	0.0
4	15	HP_LT	0.0
4	16	HP_LT	0.0
4	17	HP_LT	0.0
4	18	HP_LT	0.0
4	19	HP_LT	0.0
4	20	HP_LT	0.0
4	21	HP_LT	0.0
4	22	HP_LT	0.0
4	23	HP_LT	0.0
4	24	HP_LT	0.0
4	1	HP_MT	0.0
4	2	HP_MT	0.0
4	3	HP_MT	0.0
4	4	HP_MT	0.0
4	5	HP_MT	0.0
4	6	HP_MT	0.0
4	7	HP_MT	0.0
4	8	HP_MT	0.0
4	9	HP_MT	0.0
4	10	HP_MT	0.0
4	11	HP_MT	0.0
4	12	HP_MT	0.0
4	13	HP_MT	0.0
4	14	HP_MT	0.0
4	15	HP_MT	0.0
4	16	HP_MT	0.0
4	17	HP_MT	0.0
4	18	HP_MT	0.0
4	19	HP_MT	0.0
4	20	HP_MT	0.0
4	21	HP_MT	0.0
4	22	HP_MT	0.0
4	23	HP_MT	0.0
4	24	HP_MT	0.0
4	1	PV	0.0
4	2	PV	0.0
4	3	PV	0.0
4	4	PV	0.0
4	5	PV	0.0
4	6	PV	0.0
4	7	PV	0.0
4	8	PV	0.0
4	9	PV	0.0
4	10	PV	0.0
4	11	PV	0.0
4	12	PV	0.0
4	13	PV	0.0
4	14	PV	0.0
4	15	PV	0.0
4	16	PV	0.0
4	17	PV	0.0
4	18	PV	0.0
4	19	PV	0.0
4	20	PV	0.0
4	21	PV	0.0
4	22	PV	0.0
4	23	PV	0.0
4	24	PV	0.0
4	1	P2G	0.0
4	2	P2G	0.0
4	3	P2G	0.0
4	4	P2G	0.0
4	5	P2G	0.0
4	6	P2G	0.0
4	7	P2G	0.0
4	8	P2G	0.0
4	9	P2G	0.0
4	10	P2G	0.0
4	11	P2G	0.0
4	12	P2G	0.0
4	13	P2G	0.0
4	14	P2G	0.0
4	15	P2G	0.0
4	16	P2G	0.0
4	17	P2G	0.0
4	18	P2G	0.0
4	19	P2G	0.0
4	20	P2G	0.0
4	21	P2G	0.0
4	22	P2G	0.0
4	23	P2G	0.0
4	24	P2G	0.0
4	1	G2P	0.0
4	2	G2P	0.0
4	3	G2P	0.0
4	4	G2P	0.0
4	5	G2P	0.0
4	6	G2P	0.0
4	7	G2P	0.0
4	8	G2P	0.0
4	9	G2P	0.0
4	10	G2P	0.0
4	11	G2P	0.0
4	12	G2P	0.0
4	13	G2P	0.0
4	14	G2P	0.0
4	15	G2P	0.0
4	16	G2P	0.0
4	17	G2P	0.0
4	18	G2P	0.0
4	19	G2P	0.0
4	20	G2P	0.0
4	21	G2P	0.0
4	22	G2P	0.0
4	23	G2P	0.0
4	24	G2P	0.0
4	1	GasBoiler	0.0
4	2	GasBoiler	0.0
4	3	GasBoiler	0.0
4	4	GasBoiler	0.0
4	5	GasBoiler	0.0
4	6	GasBoiler	0.0
4	7	GasBoiler	0.0
4	8	GasBoiler	0.0
4	9	GasBoiler	0.0
4	10	GasBoiler	0.0
4	11	GasBoiler	0.0
4	12	GasBoiler	0.0
4	13	GasBoiler	0.0
4	14	GasBoiler	0.0
4	15	GasBoiler	0.0
4	16	GasBoiler	0.0
4	17	GasBoiler	0.0
4	18	GasBoiler	0.0
4	19	GasBoiler	0.0
4	20	GasBoiler	0.0
4	21	GasBoiler	0.0
4	22	GasBoiler	0.0
4	23	GasBoiler	0.0
4	24	GasBoiler	0.0
4	1	GasBoiler_CCS	0.0
4	2	GasBoiler_CCS	0.0
4	3	GasBoiler_CCS	0.0
4	4	GasBoiler_CCS	0.0
4	5	GasBoiler_CCS	0.0
4	6	GasBoiler_CCS	0.0
4	7	GasBoiler_CCS	0.0
4	8	GasBoiler_CCS	0.0
4	9	GasBoiler_CCS	0.0
4	10	GasBoiler_CCS	0.0
4	11	GasBoiler_CCS	0.0
4	12	GasBoiler_CCS	0.0
4	13	GasBoiler_CCS	0.0
4	14	GasBoiler_CCS	0.0
4	15	GasBoiler_CCS	0.0
4	16	GasBoiler_CCS	0.0
4	17	GasBoiler_CCS	0.0
4	18	GasBoiler_CCS	0.0
4	19	GasBoiler_CCS	0.0
4	20	GasBoiler_CCS	0.0
4	21	GasBoiler_CCS	0.0
4	22	GasBoiler_CCS	0.0
4	23	GasBoiler_CCS	0.0
4	24	GasBoiler_CCS	0.0
4	1	CHP	0.0
4	2	CHP	0.0
4	3	CHP	0.0
4	4	CHP	0.0
4	5	CHP	0.0
4	6	CHP	0.0
4	7	CHP	0.0
4	8	CHP	0.0
4	9	CHP	0.0
4	10	CHP	0.0
4	11	CHP	0.0
4	12	CHP	0.0
4	13	CHP	0.0
4	14	CHP	0.0
4	15	CHP	0.0
4	16	CHP	0.0
4	17	CHP	0.0
4	18	CHP	0.0
4	19	CHP	0.0
4	20	CHP	0.0
4	21	CHP	0.0
4	22	CHP	0.0
4	23	CHP	0.0
4	24	CHP	0.0
4	1	CHP_CCS	0.0
4	2	CHP_CCS	0.0
4	3	CHP_CCS	0.0
4	4	CHP_CCS	0.0
4	5	CHP_CCS	0.0
4	6	CHP_CCS	0.0
4	7	CHP_CCS	0.0
4	8	CHP_CCS	0.0
4	9	CHP_CCS	0.0
4	10	CHP_CCS	0.0
4	11	CHP_CCS	0.0
4	12	CHP_CCS	0.0
4	13	CHP_CCS	0.0
4	14	CHP_CCS	0.0
4	15	CHP_CCS	0.0
4	16	CHP_CCS	0.0
4	17	CHP_CCS	0.0
4	18	CHP_CCS	0.0
4	19	CHP_CCS	0.0
4	20	CHP_CCS	0.0
4	21	CHP_CCS	0.0
4	22	CHP_CCS	0.0
4	23	CHP_CCS	0.0
4	24	CHP_CCS	0.0
4	1	Biogas_Grid	64.5
4	2	Biogas_Grid	64.5
4	3	Biogas_Grid	64.5
4	4	Biogas_Grid	64.5
4	5	Biogas_Grid	64.5
4	6	Biogas_Grid	64.5
4	7	Biogas_Grid	64.5
4	8	Biogas_Grid	64.5
4	9	Biogas_Grid	64.5
4	10	Biogas_Grid	64.5
4	11	Biogas_Grid	64.5
4	12	Biogas_Grid	64.5
4	13	Biogas_Grid	64.5
4	14	Biogas_Grid	64.5
4	15	Biogas_Grid	64.5
4	16	Biogas_Grid	64.5
4	17	Biogas_Grid	64.5
4	18	Biogas_Grid	64.5
4	19	Biogas_Grid	64.5
4	20	Biogas_Grid	64.5
4	21	Biogas_Grid	64.5
4	22	Biogas_Grid	64.5
4	23	Biogas_Grid	64.5
4	24	Biogas_Grid	64.5
4	1	CH4_Grid	39.479
4	2	CH4_Grid	39.479
4	3	CH4_Grid	39.479
4	4	CH4_Grid	39.479
4	5	CH4_Grid	39.479
4	6	CH4_Grid	39.479
4	7	CH4_Grid	39.479
4	8	CH4_Grid	39.479
4	9	CH4_Grid	39.479
4	10	CH4_Grid	39.479
4	11	CH4_Grid	39.479
4	12	CH4_Grid	39.479
4	13	CH4_Grid	39.479
4	14	CH4_Grid	39.479
4	15	CH4_Grid	39.479
4	16	CH4_Grid	39.479
4	17	CH4_Grid	39.479
4	18	CH4_Grid	39.479
4	19	CH4_Grid	39.479
4	20	CH4_Grid	39.479
4	21	CH4_Grid	39.479
4	22	CH4_Grid	39.479
4	23	CH4_Grid	39.479
4	24	CH4_Grid	39.479
4	1	CH4_H2_Mixer	0.0
4	2	CH4_H2_Mixer	0.0
4	3	CH4_H2_Mixer	0.0
4	4	CH4_H2_Mixer	0.0
4	5	CH4_H2_Mixer	0.0
4	6	CH4_H2_Mixer	0.0
4	7	CH4_H2_Mixer	0.0
4	8	CH4_H2_Mixer	0.0
4	9	CH4_H2_Mixer	0.0
4	10	CH4_H2_Mixer	0.0
4	11	CH4_H2_Mixer	0.0
4	12	CH4_H2_Mixer	0.0
4	13	CH4_H2_Mixer	0.0
4	14	CH4_H2_Mixer	0.0
4	15	CH4_H2_Mixer	0.0
4	16	CH4_H2_Mixer	0.0
4	17	CH4_H2_Mixer	0.0
4	18	CH4_H2_Mixer	0.0
4	19	CH4_H2_Mixer	0.0
4	20	CH4_H2_Mixer	0.0
4	21	CH4_H2_Mixer	0.0
4	22	CH4_H2_Mixer	0.0
4	23	CH4_H2_Mixer	0.0
4	24	CH4_H2_Mixer	0.0
4	1	DieselReserveGenerator	100.0
4	2	DieselReserveGenerator	100.0
4	3	DieselReserveGenerator	100.0
4	4	DieselReserveGenerator	100.0
4	5	DieselReserveGenerator	100.0
4	6	DieselReserveGenerator	100.0
4	7	DieselReserveGenerator	100.0
4	8	DieselReserveGenerator	100.0
4	9	DieselReserveGenerator	100.0
4	10	DieselReserveGenerator	100.0
4	11	DieselReserveGenerator	100.0
4	12	DieselReserveGenerator	100.0
4	13	DieselReserveGenerator	100.0
4	14	DieselReserveGenerator	100.0
4	15	DieselReserveGenerator	100.0
4	16	DieselReserveGenerator	100.0
4	17	DieselReserveGenerator	100.0
4	18	DieselReserveGenerator	100.0
4	19	DieselReserveGenerator	100.0
4	20	DieselReserveGenerator	100.0
4	21	DieselReserveGenerator	100.0
4	22	DieselReserveGenerator	100.0
4	23	DieselReserveGenerator	100.0
4	24	DieselReserveGenerator	100.0
5	1	Power_Grid	0.0
5	2	Power_Grid	0.0
5	3	Power_Grid	0.0
5	4	Power_Grid	0.0
5	5	Power_Grid	0.0
5	6	Power_Grid	0.0
5	7	Power_Grid	0.0
5	8	Power_Grid	0.0
5	9	Power_Grid	0.0
5	10	Power_Grid	0.0
5	11	Power_Grid	0.0
5	12	Power_Grid	0.0
5	13	Power_Grid	0.0
5	14	Power_Grid	0.0
5	15	Power_Grid	0.0
5	16	Power_Grid	0.0
5	17	Power_Grid	0.0
5	18	Power_Grid	0.0
5	19	Power_Grid	0.0
5	20	Power_Grid	0.0
5	21	Power_Grid	0.0
5	22	Power_Grid	0.0
5	23	Power_Grid	0.0
5	24	Power_Grid	0.0
5	1	ElectricBoiler	0.0
5	2	ElectricBoiler	0.0
5	3	ElectricBoiler	0.0
5	4	ElectricBoiler	0.0
5	5	ElectricBoiler	0.0
5	6	ElectricBoiler	0.0
5	7	ElectricBoiler	0.0
5	8	ElectricBoiler	0.0
5	9	ElectricBoiler	0.0
5	10	ElectricBoiler	0.0
5	11	ElectricBoiler	0.0
5	12	ElectricBoiler	0.0
5	13	ElectricBoiler	0.0
5	14	ElectricBoiler	0.0
5	15	ElectricBoiler	0.0
5	16	ElectricBoiler	0.0
5	17	ElectricBoiler	0.0
5	18	ElectricBoiler	0.0
5	19	ElectricBoiler	0.0
5	20	ElectricBoiler	0.0
5	21	ElectricBoiler	0.0
5	22	ElectricBoiler	0.0
5	23	ElectricBoiler	0.0
5	24	ElectricBoiler	0.0
5	1	HP_LT	0.0
5	2	HP_LT	0.0
5	3	HP_LT	0.0
5	4	HP_LT	0.0
5	5	HP_LT	0.0
5	6	HP_LT	0.0
5	7	HP_LT	0.0
5	8	HP_LT	0.0
5	9	HP_LT	0.0
5	10	HP_LT	0.0
5	11	HP_LT	0.0
5	12	HP_LT	0.0
5	13	HP_LT	0.0
5	14	HP_LT	0.0
5	15	HP_LT	0.0
5	16	HP_LT	0.0
5	17	HP_LT	0.0
5	18	HP_LT	0.0
5	19	HP_LT	0.0
5	20	HP_LT	0.0
5	21	HP_LT	0.0
5	22	HP_LT	0.0
5	23	HP_LT	0.0
5	24	HP_LT	0.0
5	1	HP_MT	0.0
5	2	HP_MT	0.0
5	3	HP_MT	0.0
5	4	HP_MT	0.0
5	5	HP_MT	0.0
5	6	HP_MT	0.0
5	7	HP_MT	0.0
5	8	HP_MT	0.0
5	9	HP_MT	0.0
5	10	HP_MT	0.0
5	11	HP_MT	0.0
5	12	HP_MT	0.0
5	13	HP_MT	0.0
5	14	HP_MT	0.0
5	15	HP_MT	0.0
5	16	HP_MT	0.0
5	17	HP_MT	0.0
5	18	HP_MT	0.0
5	19	HP_MT	0.0
5	20	HP_MT	0.0
5	21	HP_MT	0.0
5	22	HP_MT	0.0
5	23	HP_MT	0.0
5	24	HP_MT	0.0
5	1	PV	0.0
5	2	PV	0.0
5	3	PV	0.0
5	4	PV	0.0
5	5	PV	0.0
5	6	PV	0.0
5	7	PV	0.0
5	8	PV	0.0
5	9	PV	0.0
5	10	PV	0.0
5	11	PV	0.0
5	12	PV	0.0
5	13	PV	0.0
5	14	PV	0.0
5	15	PV	0.0
5	16	PV	0.0
5	17	PV	0.0
5	18	PV	0.0
5	19	PV	0.0
5	20	PV	0.0
5	21	PV	0.0
5	22	PV	0.0
5	23	PV	0.0
5	24	PV	0.0
5	1	P2G	0.0
5	2	P2G	0.0
5	3	P2G	0.0
5	4	P2G	0.0
5	5	P2G	0.0
5	6	P2G	0.0
5	7	P2G	0.0
5	8	P2G	0.0
5	9	P2G	0.0
5	10	P2G	0.0
5	11	P2G	0.0
5	12	P2G	0.0
5	13	P2G	0.0
5	14	P2G	0.0
5	15	P2G	0.0
5	16	P2G	0.0
5	17	P2G	0.0
5	18	P2G	0.0
5	19	P2G	0.0
5	20	P2G	0.0
5	21	P2G	0.0
5	22	P2G	0.0
5	23	P2G	0.0
5	24	P2G	0.0
5	1	G2P	0.0
5	2	G2P	0.0
5	3	G2P	0.0
5	4	G2P	0.0
5	5	G2P	0.0
5	6	G2P	0.0
5	7	G2P	0.0
5	8	G2P	0.0
5	9	G2P	0.0
5	10	G2P	0.0
5	11	G2P	0.0
5	12	G2P	0.0
5	13	G2P	0.0
5	14	G2P	0.0
5	15	G2P	0.0
5	16	G2P	0.0
5	17	G2P	0.0
5	18	G2P	0.0
5	19	G2P	0.0
5	20	G2P	0.0
5	21	G2P	0.0
5	22	G2P	0.0
5	23	G2P	0.0
5	24	G2P	0.0
5	1	GasBoiler	0.0
5	2	GasBoiler	0.0
5	3	GasBoiler	0.0
5	4	GasBoiler	0.0
5	5	GasBoiler	0.0
5	6	GasBoiler	0.0
5	7	GasBoiler	0.0
5	8	GasBoiler	0.0
5	9	GasBoiler	0.0
5	10	GasBoiler	0.0
5	11	GasBoiler	0.0
5	12	GasBoiler	0.0
5	13	GasBoiler	0.0
5	14	GasBoiler	0.0
5	15	GasBoiler	0.0
5	16	GasBoiler	0.0
5	17	GasBoiler	0.0
5	18	GasBoiler	0.0
5	19	GasBoiler	0.0
5	20	GasBoiler	0.0
5	21	GasBoiler	0.0
5	22	GasBoiler	0.0
5	23	GasBoiler	0.0
5	24	GasBoiler	0.0
5	1	GasBoiler_CCS	0.0
5	2	GasBoiler_CCS	0.0
5	3	GasBoiler_CCS	0.0
5	4	GasBoiler_CCS	0.0
5	5	GasBoiler_CCS	0.0
5	6	GasBoiler_CCS	0.0
5	7	GasBoiler_CCS	0.0
5	8	GasBoiler_CCS	0.0
5	9	GasBoiler_CCS	0.0
5	10	GasBoiler_CCS	0.0
5	11	GasBoiler_CCS	0.0
5	12	GasBoiler_CCS	0.0
5	13	GasBoiler_CCS	0.0
5	14	GasBoiler_CCS	0.0
5	15	GasBoiler_CCS	0.0
5	16	GasBoiler_CCS	0.0
5	17	GasBoiler_CCS	0.0
